state,district,pincode,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,total_enrollment,total_demographic,total_biometric,total_demo,total_bio,child_ratio,teen_ratio,adult_ratio,bio_demo_ratio
Jammu and Kashmir,Baramula,193404,18,2,0,38,203,312,800,20,241,1112,241,1112,0.8571428571428571,0.09523809523809523,0.0,4.595041322314049
Jammu and Kashmir,Budgam,190014,1,0,0,1,2,5,1,1,3,6,3,6,0.5,0.0,0.0,1.5
Jammu and Kashmir,Budgam,190018,4,0,0,5,31,146,193,4,36,339,36,339,0.8,0.0,0.0,9.162162162162161
Jammu and Kashmir,Budgam,191111,105,5,0,870,2309,3773,1632,110,3179,5405,3179,5405,0.9459459459459459,0.04504504504504504,0.0,1.699685534591195
Jammu and Kashmir,Budgam,191112,10,3,0,109,239,866,235,13,348,1101,348,1101,0.7142857142857143,0.21428571428571427,0.0,3.154727793696275
Jammu and Kashmir,Budgam,191113,37,3,3,619,1321,1952,640,43,1940,2592,1940,2592,0.8409090909090909,0.06818181818181818,0.06818181818181818,1.3353941267387945
Jammu and Kashmir,Budgam,192121,6,1,0,16,16,278,205,7,32,483,32,483,0.75,0.125,0.0,14.636363636363637
Jammu and Kashmir,Budgam,193401,16,1,0,81,184,667,226,17,265,893,265,893,0.8888888888888888,0.05555555555555555,0.0,3.357142857142857
Jammu and Kashmir,Budgam,193411,65,5,0,378,701,3633,625,70,1079,4258,1079,4258,0.9154929577464789,0.07042253521126761,0.0,3.9425925925925926
Jammu and Kashmir,Doda,182124,0,1,0,0,2,0,1,1,2,1,2,1,0.0,0.5,0.0,0.3333333333333333
Jammu and Kashmir,Doda,182143,109,26,0,3,43,638,952,135,46,1590,46,1590,0.8014705882352942,0.19117647058823528,0.0,33.829787234042556
Jammu and Kashmir,Doda,182144,18,8,0,4,63,36,133,26,67,169,67,169,0.6666666666666666,0.2962962962962963,0.0,2.485294117647059
Jammu and Kashmir,Doda,182145,3,10,0,5,35,47,134,13,40,181,40,181,0.21428571428571427,0.7142857142857143,0.0,4.414634146341464
Jammu and Kashmir,Doda,182146,17,27,0,4,43,146,582,44,47,728,47,728,0.37777777777777777,0.6,0.0,15.166666666666666
Jammu and Kashmir,Doda,182147,22,6,0,45,225,810,544,28,270,1354,270,1354,0.7586206896551724,0.20689655172413793,0.0,4.996309963099631
Jammu and Kashmir,Doda,182148,6,5,0,0,18,38,92,11,18,130,18,130,0.5,0.4166666666666667,0.0,6.842105263157895
Jammu and Kashmir,Doda,182201,134,35,0,19,174,2050,2076,169,193,4126,193,4126,0.788235294117647,0.20588235294117646,0.0,21.2680412371134
Jammu and Kashmir,Doda,182202,182,28,0,25,173,2258,1869,210,198,4127,198,4127,0.8625592417061612,0.13270142180094788,0.0,20.738693467336685
Jammu and Kashmir,Doda,182203,345,97,0,77,728,2741,3432,442,805,6173,805,6173,0.7787810383747178,0.21896162528216703,0.0,7.658808933002481
Jammu and Kashmir,Doda,182204,14,7,0,1,47,51,283,21,48,334,48,334,0.6363636363636364,0.3181818181818182,0.0,6.816326530612245
Jammu and Kashmir,Doda,182205,6,1,0,1,18,0,16,7,19,16,19,16,0.75,0.125,0.0,0.8
Jammu and Kashmir,Doda,182221,63,9,0,16,74,714,660,72,90,1374,90,1374,0.863013698630137,0.1232876712328767,0.0,15.098901098901099
Jammu and Kashmir,Doda,182222,39,12,0,28,315,612,762,51,343,1374,343,1374,0.75,0.23076923076923078,0.0,3.994186046511628
Jammu and Kashmir,Ganderbal,190006,13,1,0,29,191,161,334,14,220,495,220,495,0.8666666666666667,0.06666666666666667,0.0,2.239819004524887
Jammu and Kashmir,Ganderbal,191131,84,8,0,143,854,970,1491,92,997,2461,997,2461,0.9032258064516129,0.08602150537634409,0.0,2.4659318637274548
Jammu and Kashmir,Ganderbal,191201,53,7,0,123,675,810,1360,60,798,2170,798,2170,0.8688524590163934,0.11475409836065574,0.0,2.7158948685857323
Jammu and Kashmir,Ganderbal,191202,84,12,0,206,1275,1352,1684,96,1481,3036,1481,3036,0.865979381443299,0.12371134020618557,0.0,2.048582995951417
Jammu and Kashmir,Ganderbal,193504,13,1,0,10,40,158,137,14,50,295,50,295,0.8666666666666667,0.06666666666666667,0.0,5.784313725490196
Jammu and Kashmir,Jammu,180001,66,30,4,61,1009,841,1953,100,1070,2794,1070,2794,0.6534653465346535,0.297029702970297,0.039603960396039604,2.6087768440709618
Jammu and Kashmir,Jammu,180002,61,23,2,10,212,1038,1979,86,222,3017,222,3017,0.7011494252873564,0.26436781609195403,0.022988505747126436,13.52914798206278
Jammu and Kashmir,Jammu,180003,34,7,0,20,399,776,1857,41,419,2633,419,2633,0.8095238095238095,0.16666666666666666,0.0,6.269047619047619
Jammu and Kashmir,Jammu,180004,19,14,1,26,274,361,1069,34,300,1430,300,1430,0.5428571428571428,0.4,0.02857142857142857,4.750830564784053
Jammu and Kashmir,Jammu,180005,12,8,0,17,365,328,874,20,382,1202,382,1202,0.5714285714285714,0.38095238095238093,0.0,3.1383812010443863
Jammu and Kashmir,Jammu,180006,13,7,0,26,212,227,454,20,238,681,238,681,0.6190476190476191,0.3333333333333333,0.0,2.8493723849372383
Jammu and Kashmir,Jammu,180007,19,6,0,25,314,336,835,25,339,1171,339,1171,0.7307692307692307,0.23076923076923078,0.0,3.4441176470588237
Jammu and Kashmir,Jammu,180010,28,18,1,40,393,543,1204,47,433,1747,433,1747,0.5833333333333334,0.375,0.020833333333333332,4.025345622119816
Jammu and Kashmir,Jammu,180011,19,7,0,4,64,275,503,26,68,778,68,778,0.7037037037037037,0.25925925925925924,0.0,11.27536231884058
Jammu and Kashmir,Jammu,180013,14,4,0,3,36,166,672,18,39,838,39,838,0.7368421052631579,0.21052631578947367,0.0,20.95
Jammu and Kashmir,Jammu,180015,11,3,0,1,60,204,453,14,61,657,61,657,0.7333333333333333,0.2,0.0,10.596774193548388
Jammu and Kashmir,Jammu,180016,5,2,0,0,41,91,215,7,41,306,41,306,0.625,0.25,0.0,7.285714285714286
Jammu and Kashmir,Jammu,180017,13,7,1,22,214,470,647,21,236,1117,236,1117,0.5909090909090909,0.3181818181818182,0.045454545454545456,4.713080168776371
Jammu and Kashmir,Jammu,180019,1,1,0,1,13,23,38,2,14,61,14,61,0.3333333333333333,0.3333333333333333,0.0,4.066666666666666
Jammu and Kashmir,Jammu,180020,8,3,1,2,48,142,325,12,50,467,50,467,0.6153846153846154,0.23076923076923078,0.07692307692307693,9.156862745098039
Jammu and Kashmir,Jammu,181101,50,9,0,31,262,847,1835,59,293,2682,293,2682,0.8333333333333334,0.15,0.0,9.122448979591837
Jammu and Kashmir,Jammu,181102,69,9,0,44,542,1365,2619,78,586,3984,586,3984,0.8734177215189873,0.11392405063291139,0.0,6.787052810902896
Jammu and Kashmir,Jammu,181111,25,7,0,5,59,605,1176,32,64,1781,64,1781,0.7575757575757576,0.21212121212121213,0.0,27.4
Jammu and Kashmir,Jammu,181121,14,6,0,1,33,163,460,20,34,623,34,623,0.6666666666666666,0.2857142857142857,0.0,17.8
Jammu and Kashmir,Jammu,181122,53,22,0,2,96,1059,1500,75,98,2559,98,2559,0.6973684210526315,0.2894736842105263,0.0,25.848484848484848
Jammu and Kashmir,Jammu,181123,9,4,0,17,146,306,719,13,163,1025,163,1025,0.6428571428571429,0.2857142857142857,0.0,6.25
Jammu and Kashmir,Jammu,181124,2,1,0,0,5,2,6,3,5,8,5,8,0.5,0.25,0.0,1.3333333333333333
Jammu and Kashmir,Jammu,181131,62,11,0,19,158,918,1217,73,177,2135,177,2135,0.8378378378378378,0.14864864864864866,0.0,11.99438202247191
Jammu and Kashmir,Jammu,181132,108,24,0,55,638,1366,2247,132,693,3613,693,3613,0.8120300751879699,0.18045112781954886,0.0,5.206051873198847
Jammu and Kashmir,Jammu,181133,11,3,0,1,69,159,345,14,70,504,70,504,0.7333333333333333,0.2,0.0,7.098591549295775
Jammu and Kashmir,Jammu,181141,18,2,0,3,72,200,343,20,75,543,75,543,0.8571428571428571,0.09523809523809523,0.0,7.144736842105263
Jammu and Kashmir,Jammu,181143,11,0,0,2,39,45,93,11,41,138,41,138,0.9166666666666666,0.0,0.0,3.2857142857142856
Jammu and Kashmir,Jammu,181145,8,3,0,0,35,15,45,11,35,60,35,60,0.6666666666666666,0.25,0.0,1.6666666666666667
Jammu and Kashmir,Jammu,181152,11,7,0,3,41,137,234,18,44,371,44,371,0.5789473684210527,0.3684210526315789,0.0,8.244444444444444
Jammu and Kashmir,Jammu,181201,75,21,0,77,824,1945,2445,96,901,4390,901,4390,0.7731958762886598,0.21649484536082475,0.0,4.866962305986696
Jammu and Kashmir,Jammu,181202,35,8,0,7,88,804,812,43,95,1616,95,1616,0.7954545454545454,0.18181818181818182,0.0,16.833333333333332
Jammu and Kashmir,Jammu,181203,77,14,0,50,490,1170,1080,91,540,2250,540,2250,0.8369565217391305,0.15217391304347827,0.0,4.1589648798521255
Jammu and Kashmir,Jammu,181204,24,9,0,2,64,502,617,33,66,1119,66,1119,0.7058823529411765,0.2647058823529412,0.0,16.70149253731343
Jammu and Kashmir,Jammu,181205,12,6,0,4,53,291,816,18,57,1107,57,1107,0.631578947368421,0.3157894736842105,0.0,19.086206896551722
Jammu and Kashmir,Jammu,181206,82,24,0,82,798,1511,2186,106,880,3697,880,3697,0.7663551401869159,0.22429906542056074,0.0,4.196367763904654
Jammu and Kashmir,Jammu,181207,9,1,0,13,96,193,318,10,109,511,109,511,0.8181818181818182,0.09090909090909091,0.0,4.6454545454545455
Jammu and Kashmir,Jammu,181221,97,27,10,18,76,1281,3270,134,94,4551,94,4551,0.7185185185185186,0.2,0.07407407407407407,47.90526315789474
Jammu and Kashmir,Jammu,181224,27,6,0,31,441,782,869,33,472,1651,472,1651,0.7941176470588235,0.17647058823529413,0.0,3.490486257928118
Jammu and Kashmir,Jammu,184120,18,3,0,3,120,103,349,21,123,452,123,452,0.8181818181818182,0.13636363636363635,0.0,3.6451612903225805
Jammu and Kashmir,Jammu,184121,13,1,0,2,121,154,775,14,123,929,123,929,0.8666666666666667,0.06666666666666667,0.0,7.491935483870968
Jammu and Kashmir,Jammu,185153,3,3,0,0,14,78,116,6,14,194,14,194,0.42857142857142855,0.42857142857142855,0.0,12.933333333333334
Jammu and Kashmir,Jammu,185154,14,5,0,1,23,390,481,19,24,871,24,871,0.7,0.25,0.0,34.84
Jammu and Kashmir,Kargil,194102,17,2,0,4,10,135,77,19,14,212,14,212,0.85,0.1,0.0,14.133333333333333
Jammu and Kashmir,Kargil,194103,26,17,0,37,73,261,201,43,110,462,110,462,0.5909090909090909,0.38636363636363635,0.0,4.162162162162162
Jammu and Kashmir,Kargil,194105,22,9,0,33,162,163,108,31,195,271,195,271,0.6875,0.28125,0.0,1.3826530612244898
Jammu and Kashmir,Kargil,194109,11,4,0,7,28,140,88,15,35,228,35,228,0.6875,0.25,0.0,6.333333333333333
Jammu and Kashmir,Kargil,194301,18,10,0,9,19,164,97,28,28,261,28,261,0.6206896551724138,0.3448275862068966,0.0,9.0
Jammu and Kashmir,Kargil,194302,10,5,0,29,123,121,109,15,152,230,152,230,0.625,0.3125,0.0,1.5032679738562091
Jammu and Kashmir,Kargil,194403,7,3,0,4,11,5,1,10,15,6,15,6,0.6363636363636364,0.2727272727272727,0.0,0.375
Jammu and Kashmir,Kathua,184101,35,10,1,23,243,970,1219,46,266,2189,266,2189,0.7446808510638298,0.2127659574468085,0.02127659574468085,8.198501872659175
Jammu and Kashmir,Kathua,184102,13,7,0,3,33,255,287,20,36,542,36,542,0.6190476190476191,0.3333333333333333,0.0,14.64864864864865
Jammu and Kashmir,Kathua,184104,21,3,0,8,92,666,833,24,100,1499,100,1499,0.84,0.12,0.0,14.841584158415841
Jammu and Kashmir,Kathua,184121,1,0,0,0,9,0,1,1,9,1,9,1,0.5,0.0,0.0,0.1
Jammu and Kashmir,Kathua,184141,7,0,0,3,65,279,439,7,68,718,68,718,0.875,0.0,0.0,10.405797101449275
Jammu and Kashmir,Kathua,184142,11,2,0,4,41,589,661,13,45,1250,45,1250,0.7857142857142857,0.14285714285714285,0.0,27.17391304347826
Jammu and Kashmir,Kathua,184143,49,15,0,18,196,972,1036,64,214,2008,214,2008,0.7538461538461538,0.23076923076923078,0.0,9.33953488372093
Jammu and Kashmir,Kathua,184144,41,6,0,12,152,1238,1041,47,164,2279,164,2279,0.8541666666666666,0.125,0.0,13.812121212121212
Jammu and Kashmir,Kathua,184148,27,12,0,6,85,728,658,39,91,1386,91,1386,0.675,0.3,0.0,15.065217391304348
Jammu and Kashmir,Kathua,184151,18,7,0,32,323,593,487,25,355,1080,355,1080,0.6923076923076923,0.2692307692307692,0.0,3.033707865168539
Jammu and Kashmir,Kathua,184152,25,3,0,41,341,644,635,28,382,1279,382,1279,0.8620689655172413,0.10344827586206896,0.0,3.339425587467363
Jammu and Kashmir,Kathua,184201,37,8,0,32,576,1244,1080,45,608,2324,608,2324,0.8043478260869565,0.17391304347826086,0.0,3.8160919540229883
Jammu and Kashmir,Kathua,184202,15,5,0,6,46,479,408,20,52,887,52,887,0.7142857142857143,0.23809523809523808,0.0,16.735849056603772
Jammu and Kashmir,Kathua,184203,72,9,1,18,200,1302,1123,82,218,2425,218,2425,0.8674698795180723,0.10843373493975904,0.012048192771084338,11.073059360730594
Jammu and Kashmir,Kathua,184204,56,11,1,131,1273,1216,1315,68,1404,2531,1404,2531,0.8115942028985508,0.15942028985507245,0.014492753623188406,1.801423487544484
Jammu and Kashmir,Kathua,184205,31,15,0,22,193,579,602,46,215,1181,215,1181,0.6595744680851063,0.3191489361702128,0.0,5.467592592592593
Jammu and Kashmir,Kathua,184206,43,1,1,61,431,1547,1086,45,492,2633,492,2633,0.9347826086956522,0.021739130434782608,0.021739130434782608,5.340770791075051
Jammu and Kashmir,Kishtwar,182203,28,15,0,6,43,634,827,43,49,1461,49,1461,0.6363636363636364,0.3409090909090909,0.0,29.22
Jammu and Kashmir,Kishtwar,182204,137,32,0,165,907,3704,3434,169,1072,7138,1072,7138,0.8058823529411765,0.18823529411764706,0.0,6.65237651444548
Jammu and Kashmir,Kishtwar,182205,126,25,1,106,471,3554,3161,152,577,6715,577,6715,0.8235294117647058,0.16339869281045752,0.006535947712418301,11.617647058823529
Jammu and Kashmir,Kulgam,192102,1,2,0,4,12,259,60,3,16,319,16,319,0.25,0.5,0.0,18.764705882352942
Jammu and Kashmir,Kulgam,192221,8,3,0,6,17,381,331,11,23,712,23,712,0.6666666666666666,0.25,0.0,29.666666666666668
Jammu and Kashmir,Kulgam,192231,328,82,0,597,2649,7240,7925,410,3246,15165,3246,15165,0.7980535279805353,0.19951338199513383,0.0,4.6704650446566065
Jammu and Kashmir,Kulgam,192232,18,11,0,74,279,1037,1011,29,353,2048,353,2048,0.6,0.36666666666666664,0.0,5.785310734463277
Jammu and Kashmir,Kupwara,193221,117,24,0,61,452,2215,2163,141,513,4378,513,4378,0.823943661971831,0.16901408450704225,0.0,8.517509727626459
Jammu and Kashmir,Kupwara,193222,285,36,3,156,1000,3645,3836,324,1156,7481,1156,7481,0.8769230769230769,0.11076923076923077,0.009230769230769232,6.465859982713916
Jammu and Kashmir,Kupwara,193223,128,23,0,339,1964,2244,3625,151,2303,5869,2303,5869,0.8421052631578947,0.1513157894736842,0.0,2.5473090277777777
Jammu and Kashmir,Kupwara,193224,223,59,1,1120,4890,3964,4787,283,6010,8751,6010,8751,0.7852112676056338,0.20774647887323944,0.0035211267605633804,1.4558309765430044
Jammu and Kashmir,Kupwara,193225,71,25,0,138,742,1184,1506,96,880,2690,880,2690,0.7319587628865979,0.25773195876288657,0.0,3.0533484676503972
Jammu and Kashmir,Kupwara,193302,97,45,0,235,1131,2242,2914,142,1366,5156,1366,5156,0.6783216783216783,0.3146853146853147,0.0,3.7717629846378933
Jammu and Kashmir,Kupwara,193303,6,2,0,20,114,223,173,8,134,396,134,396,0.6666666666666666,0.2222222222222222,0.0,2.933333333333333
Jammu and Kashmir,Leh,194101,24,6,0,16,74,367,340,30,90,707,90,707,0.7741935483870968,0.1935483870967742,0.0,7.769230769230769
Jammu and Kashmir,Leh,194104,1,0,0,4,6,24,12,1,10,36,10,36,0.5,0.0,0.0,3.272727272727273
Jammu and Kashmir,Leh,194106,3,1,0,5,18,96,57,4,23,153,23,153,0.6,0.2,0.0,6.375
Jammu and Kashmir,Leh,194201,6,2,1,3,10,88,45,9,13,133,13,133,0.6,0.2,0.1,9.5
Jammu and Kashmir,Leh,194401,10,10,0,18,45,261,149,20,63,410,63,410,0.47619047619047616,0.47619047619047616,0.0,6.40625
Jammu and Kashmir,Pulwama,191102,11,1,0,1,9,43,87,12,10,130,10,130,0.8461538461538461,0.07692307692307693,0.0,11.818181818181818
Jammu and Kashmir,Pulwama,191103,38,4,2,40,177,320,487,44,217,807,217,807,0.8444444444444444,0.08888888888888889,0.044444444444444446,3.7018348623853212
Jammu and Kashmir,Pulwama,192121,46,2,2,72,538,544,938,50,610,1482,610,1482,0.9019607843137255,0.0392156862745098,0.0392156862745098,2.425531914893617
Jammu and Kashmir,Pulwama,192122,29,2,0,19,75,537,740,31,94,1277,94,1277,0.90625,0.0625,0.0,13.442105263157895
Jammu and Kashmir,Pulwama,192123,104,10,0,391,1655,1488,1778,114,2046,3266,2046,3266,0.9043478260869565,0.08695652173913043,0.0,1.595505617977528
Jammu and Kashmir,Pulwama,192124,5,0,0,1,2,21,43,5,3,64,3,64,0.8333333333333334,0.0,0.0,16.0
Jammu and Kashmir,Pulwama,192301,304,22,0,851,4874,2137,2849,326,5725,4986,5725,4986,0.9296636085626911,0.0672782874617737,0.0,0.8707649318896262
Jammu and Kashmir,Pulwama,192302,4,0,0,3,22,66,121,4,25,187,25,187,0.8,0.0,0.0,7.1923076923076925
Jammu and Kashmir,Pulwama,192303,8,6,0,5,178,91,753,14,183,844,183,844,0.5333333333333333,0.4,0.0,4.586956521739131
Jammu and Kashmir,Pulwama,192304,17,2,2,44,219,348,260,21,263,608,263,608,0.7727272727272727,0.09090909090909091,0.09090909090909091,2.303030303030303
Jammu and Kashmir,Pulwama,192305,8,1,0,10,14,146,114,9,24,260,24,260,0.8,0.1,0.0,10.4
Jammu and Kashmir,Pulwama,192306,13,2,0,22,39,558,434,15,61,992,61,992,0.8125,0.125,0.0,16.0
Jammu and Kashmir,Punch,185101,134,76,0,264,1758,3314,3670,210,2022,6984,2022,6984,0.6350710900473934,0.36018957345971564,0.0,3.4522985664854176
Jammu and Kashmir,Punch,185102,206,30,0,47,180,2397,2572,236,227,4969,227,4969,0.869198312236287,0.12658227848101267,0.0,21.79385964912281
Jammu and Kashmir,Punch,185111,91,46,1,239,986,3199,3801,138,1225,7000,1225,7000,0.6546762589928058,0.33093525179856115,0.007194244604316547,5.709624796084829
Jammu and Kashmir,Punch,185121,244,99,10,246,811,3266,5234,353,1057,8500,1057,8500,0.6892655367231638,0.2796610169491525,0.02824858757062147,8.034026465028356
Jammu and Kashmir,Rajouri,185131,84,29,0,46,287,2111,2038,113,333,4149,333,4149,0.7368421052631579,0.2543859649122807,0.0,12.422155688622755
Jammu and Kashmir,Rajouri,185132,98,36,0,201,1266,2377,2827,134,1467,5204,1467,5204,0.725925925925926,0.26666666666666666,0.0,3.544959128065395
Jammu and Kashmir,Rajouri,185135,26,15,0,110,386,673,1018,41,496,1691,496,1691,0.6190476190476191,0.35714285714285715,0.0,3.402414486921529
Jammu and Kashmir,Rajouri,185151,85,19,0,35,280,1864,2205,104,315,4069,315,4069,0.8095238095238095,0.18095238095238095,0.0,12.876582278481013
Jammu and Kashmir,Rajouri,185152,24,6,0,13,74,795,1071,30,87,1866,87,1866,0.7741935483870968,0.1935483870967742,0.0,21.204545454545453
Jammu and Kashmir,Rajouri,185153,8,3,0,2,43,338,516,11,45,854,45,854,0.6666666666666666,0.25,0.0,18.565217391304348
Jammu and Kashmir,Rajouri,185155,14,6,0,6,51,453,603,20,57,1056,57,1056,0.6666666666666666,0.2857142857142857,0.0,18.20689655172414
Jammu and Kashmir,Rajouri,185156,17,1,0,19,123,368,481,18,142,849,142,849,0.8947368421052632,0.05263157894736842,0.0,5.937062937062937
Jammu and Kashmir,Rajouri,185201,54,17,0,13,114,1442,2188,71,127,3630,127,3630,0.75,0.2361111111111111,0.0,28.359375
Jammu and Kashmir,Rajouri,185202,32,7,0,47,396,1134,1116,39,443,2250,443,2250,0.8,0.175,0.0,5.0675675675675675
Jammu and Kashmir,Rajouri,185203,5,4,0,18,77,391,399,9,95,790,95,790,0.5,0.4,0.0,8.229166666666666
Jammu and Kashmir,Rajouri,185212,63,42,0,138,587,1527,3044,105,725,4571,725,4571,0.5943396226415094,0.39622641509433965,0.0,6.296143250688705
Jammu and Kashmir,Rajouri,185233,40,14,0,23,162,642,1105,54,185,1747,185,1747,0.7272727272727273,0.2545454545454545,0.0,9.39247311827957
Jammu and Kashmir,Ramban,182143,18,12,0,28,113,511,231,30,141,742,141,742,0.5806451612903226,0.3870967741935484,0.0,5.225352112676056
Jammu and Kashmir,Ramban,182144,94,36,0,188,629,2608,1645,130,817,4253,817,4253,0.7175572519083969,0.2748091603053435,0.0,5.199266503667482
Jammu and Kashmir,Ramban,182145,63,50,0,101,474,2065,1555,113,575,3620,575,3620,0.5526315789473685,0.43859649122807015,0.0,6.284722222222222
Jammu and Kashmir,Ramban,182146,73,51,0,121,458,1865,1746,124,579,3611,579,3611,0.584,0.408,0.0,6.225862068965517
Jammu and Kashmir,Ramban,182148,72,29,0,69,348,1006,738,101,417,1744,417,1744,0.7058823529411765,0.28431372549019607,0.0,4.172248803827751
Jammu and Kashmir,Reasi,182144,7,3,0,3,12,99,133,10,15,232,15,232,0.6363636363636364,0.2727272727272727,0.0,14.5
Jammu and Kashmir,Reasi,182301,17,11,0,5,63,411,356,28,68,767,68,767,0.5862068965517241,0.3793103448275862,0.0,11.115942028985508
Jammu and Kashmir,Reasi,182311,56,15,0,9,65,1271,868,71,74,2139,74,2139,0.7777777777777778,0.20833333333333334,0.0,28.52
Jammu and Kashmir,Reasi,182312,5,2,0,0,11,180,109,7,11,289,11,289,0.625,0.25,0.0,24.083333333333332
Jammu and Kashmir,Reasi,182313,82,44,0,40,294,2433,2607,126,334,5040,334,5040,0.6456692913385826,0.3464566929133858,0.0,15.044776119402986
Jammu and Kashmir,Reasi,182315,86,81,0,177,1016,2977,2792,167,1193,5769,1193,5769,0.5119047619047619,0.48214285714285715,0.0,4.831658291457287
Jammu and Kashmir,Reasi,182320,25,10,0,6,62,119,229,35,68,348,68,348,0.6944444444444444,0.2777777777777778,0.0,5.043478260869565
Jammu and Kashmir,Reasi,185203,46,8,0,9,41,975,1054,54,50,2029,50,2029,0.8363636363636363,0.14545454545454545,0.0,39.78431372549019
Jammu and Kashmir,Samba,181133,21,5,0,13,84,476,466,26,97,942,97,942,0.7777777777777778,0.18518518518518517,0.0,9.612244897959183
Jammu and Kashmir,Samba,181141,22,2,0,19,182,378,402,24,201,780,201,780,0.88,0.08,0.0,3.8613861386138613
Jammu and Kashmir,Samba,181143,8,2,0,8,29,281,240,10,37,521,37,521,0.7272727272727273,0.18181818181818182,0.0,13.710526315789474
Jammu and Kashmir,Samba,181145,5,0,0,3,11,187,178,5,14,365,14,365,0.8333333333333334,0.0,0.0,24.333333333333332
Jammu and Kashmir,Samba,184120,27,4,0,35,286,511,470,31,321,981,321,981,0.84375,0.125,0.0,3.046583850931677
Jammu and Kashmir,Samba,184121,54,5,0,130,722,959,1050,59,852,2009,852,2009,0.9,0.08333333333333333,0.0,2.3552168815943726
Jammu and Kashmir,Samba,184141,10,3,1,6,39,343,485,14,45,828,45,828,0.6666666666666666,0.2,0.06666666666666667,18.0
Jammu and Kashmir,Samba,184142,1,0,0,0,2,0,1,1,2,1,2,1,0.5,0.0,0.0,0.3333333333333333
Jammu and Kashmir,Samba,184145,4,0,0,2,10,108,117,4,12,225,12,225,0.8,0.0,0.0,17.307692307692307
Jammu and Kashmir,Shupiyan,192303,183,47,1,441,1425,5587,5142,231,1866,10729,1866,10729,0.7887931034482759,0.2025862068965517,0.004310344827586207,5.746652383502946
Jammu and Kashmir,Srinagar,190001,68,11,2,59,565,816,1944,81,624,2760,624,2760,0.8292682926829268,0.13414634146341464,0.024390243902439025,4.416
Jammu and Kashmir,Srinagar,190002,107,4,1,104,1338,1475,3132,112,1442,4607,1442,4607,0.9469026548672567,0.035398230088495575,0.008849557522123894,3.1926541926541927
Jammu and Kashmir,Srinagar,190003,68,6,1,79,950,970,2109,75,1029,3079,1029,3079,0.8947368421052632,0.07894736842105263,0.013157894736842105,2.9893203883495145
Jammu and Kashmir,Srinagar,190004,2,3,0,0,19,79,195,5,19,274,19,274,0.3333333333333333,0.5,0.0,13.7
Jammu and Kashmir,Srinagar,190005,26,5,1,7,110,364,738,32,117,1102,117,1102,0.7878787878787878,0.15151515151515152,0.030303030303030304,9.338983050847459
Jammu and Kashmir,Srinagar,190006,94,9,0,97,826,922,2648,103,923,3570,923,3570,0.9038461538461539,0.08653846153846154,0.0,3.8636363636363638
Jammu and Kashmir,Srinagar,190007,1,0,0,1,10,1,2,1,11,3,11,3,0.5,0.0,0.0,0.25
Jammu and Kashmir,Srinagar,190008,17,8,0,30,239,340,709,25,269,1049,269,1049,0.6538461538461539,0.3076923076923077,0.0,3.8851851851851853
Jammu and Kashmir,Srinagar,190009,22,7,0,29,271,299,566,29,300,865,300,865,0.7333333333333333,0.23333333333333334,0.0,2.87375415282392
